-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;-9:-136,545039472942:1,2650371767253:716,042292851769:4,42267911702863:-810120:64:13:28:105:145
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;0:33,0149605270575:2,67062317450401:596,194444185554:0,959846479746627:-640560:64:13:28:105:154
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;1:51,8549605270575:3,76983230944931:581,110539286587:0,765349394562892:-621720:64:13:28:105:155
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;11:240,254960527057:10,0699487851235:428,216655023566:0,21759874426203:-433320:64:13:28:105:165
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;-9:-61,1850394729425:1,50275959914874:663,321308046855:2,50335690592681:-734760:64:13:32:109:149
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;0:108,374960527058:6,18072863379407:535,288087145462:0,435924276581837:-565200:64:13:32:109:158
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;1:127,214960527057:6,70312823007266:519,992168270906:0,378812017138102:-546360:64:13:32:109:159
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;11:315,614960527057:12,7418295986648:365,679864967353:0,172388929790658:-357960:64:13:32:109:169
-16,5;-2,4;-5,2;-2,9;-0,2;0;-9:-8,43303947294248:1,92897889141729:626,416618683414:1,53357936605593:-682008:64:13:34,8:111,8:151,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;0:161,126960527057:7,66000343480575:492,459514296704:0,307526229553538:-512448:64:13:34,8:111,8:160,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;1:179,966960527057:8,20660281467781:477,163595422147:0,27911880210694:-493608:64:13:34,8:111,8:161,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;11:368,366960527057:14,8481516703149:321,055592095994:0,151008253015991:-305208:64:13:34,8:111,8:171,8
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;-9:14,1749605270575:2,23505804576251:610,424931573636:1,20059612487263:-659400:64:13:36:113:153
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;0:183,734960527057:8,31936546303657:474,104411647236:0,274119059519471:-489840:64:13:36:113:162
