-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;-9:673,6:1,29547997003933:427,857403948301:3,93247795101938:0:64:13:28:105:145
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;0:673,6:3,52535717935283:414,291803075619:0,705858120400856:0:64:13:28:105:154
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;1:673,6:5,23186561796972:411,017036820378:0,559401347543147:0:64:13:28:105:155
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;11:673,6:10,8639596739034:376,214538994615:0,200966351129102:0:64:13:28:105:165
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;-9:673,6:1,58887762429451:401,14441030068:2,0893186468693:0:64:13:32:109:149
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;0:673,6:7,34711117704566:379,393437192821:0,326509083542098:0:64:13:32:109:158
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;1:673,6:7,92713832664646:375,90665696199:0,292380533400461:0:64:13:32:109:159
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;11:673,6:13,3092705190023:339,685740095696:0,165907883596613:0:64:13:32:109:169
-16,5;-2,4;-5,2;-2,9;-0,2;0;-9:673,6:2,16096331985813:382,445314747345:1,14582464377982:0:64:13:34,8:111,8:151,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;0:673,6:9,15489743354255:354,770458154167:0,242836593375152:0:64:13:34,8:111,8:160,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;1:673,6:9,72915408206737:351,283677923336:0,226285098227957:0:64:13:34,8:111,8:161,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;11:673,6:15,0814522341514:313,267061034442:0,149188353704532:0:64:13:34,8:111,8:171,8
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;-9:673,6:2,71799791896183:374,256024984755:0,837907844231491:0:64:13:36:113:153
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;0:673,6:9,9402113529398:344,217752851887:0,220828483891321:0:64:13:36:113:162
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;1:673,6:10,5134367675406:340,730972621056:0,207951857868235:0:64:13:36:113:163
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;11:673,6:15,8486551061137:301,94477000819:0,143320742259746:0:64:13:36:113:173
-16,5;-2,4;-5,2;-2,9;-0,2;5,2;-9:673,6:7,15271445160404:340,423090588431:0,339386468187158:0:64:13:40:117:157
-16,5;-2,4;-5,2;-2,9;-0,2;5,2;0:673,6:12,618748702148:309,042068510954:0,173890729533347:0:64:13:40:117:166
-16,5;-2,4;-5,2;-2,9;-0,2;5,2;1:673,6:13,1706867731905:305,484816595423:0,167288185552594:0:64:13:40:117:167
-16,5;-2,4;-5,2;-2,9;-0,2;5,2;11:673,6:18,4304781580571:264,203799920685:0,127582419871588:0:64:13:40:117:177
-16,5;-2,4;-5,2;-2,9;0;-6,8;-9:673,6:1,30459219460083:426,697996521698:3,82279326979059:0:64:13,2:28:105,2:145,2
-16,5;-2,4;-5,2;-2,9;0;-6,8;0:673,6:3,98409054473533:412,891837641226:0,671622725013632:0:64:13,2:28:105,2:154,2
-16,5;-2,4;-5,2;-2,9;0;-6,8;1:673,6:5,39425477074154:409,441854221287:0,535054969698076:0:64:13,2:28:105,2:155,2
-16,5;-2,4;-5,2;-2,9;0;-6,8;11:673,6:10,9768410358394:374,631997033346:0,198822446171252:0:64:13,2:28:105,2:165,2
-16,5;-2,4;-5,2;-2,9;0;-2,8;-9:673,6:1,61362425855221:399,985002874077:2,0136474177519:0:64:13,2:32:109,2:149,2
-16,5;-2,4;-5,2;-2,9;0;-2,8;0:673,6:7,47434054993326:377,810895231552:0,318300606576243:0:64:13,2:32:109,2:158,2
-16,5;-2,4;-5,2;-2,9;0;-2,8;1:673,6:8,05199528961261:374,324115000721:0,286131023472228:0:64:13,2:32:109,2:159,2
-16,5;-2,4;-5,2;-2,9;0;-2,8;11:673,6:13,4320920955503:337,974933847098:0,164583358805245:0:64:13,2:32:109,2:169,2
-16,5;-2,4;-5,2;-2,9;0;0;-9:673,6:2,22745203762016:381,285907320742:1,08998852077398:0:64:13,2:34,8:112:152
-16,5;-2,4;-5,2;-2,9;0;0;0:673,6:9,28461850918688:353,187916192898:0,238854620123738:0:64:13,2:34,8:112:161
-16,5;-2,4;-5,2;-2,9;0;0;1:673,6:9,85465923879471:349,701135962068:0,223005914563513:0:64:13,2:34,8:112:162
-16,5;-2,4;-5,2;-2,9;0;0;11:673,6:15,2059121999696:311,556254785845:0,148200778942653:0:64:13,2:34,8:112:172
