::::::
0;-0,3;0,3;-0,037;-0,04;Да:1071,47946252126:0,08904337250679:9,43989489000885:12,0523952300918:402164,857202663:0,170133164661424
0;-0,3;0,3;-0,037;-0,04;Нет:1071,47946252126:0,08904337250679:9,85165525455607:13,1360871213689:329132,908218204:0,156831385713293
0;-0,3;0,3;-0,037;-0,03;Да:1071,47946252126:0,08904337250679:9,60622873143026:12,4896435654273:343998,189317195:0,161892098735006
0;-0,3;0,3;-0,037;-0,03;Нет:1071,47946252126:0,08904337250679:10,0637376069602:13,7738799977371:270966,240332735:0,147876785527082
0;-0,3;0,3;-0,037;-0,02;Да:1071,47946252126:0,08904337250679:9,79924164371256:13,0298450918089:276758,451478439:0,151825550391449
0;-0,3;0,3;-0,037;-0,02;Нет:1071,47946252126:0,08904337250679:10,3197868496032:14,6517424875285:203726,50249398:0,136731197293288
0;-0,3;0,3;-0,037;-0,01;Да:1071,47946252126:0,08904337250679:10,0269472630128:13,7913681330283:198773,824675221:0,13893760987133
0;-0,3;0,3;-0,037;-0,01;Нет:1071,47946252126:0,08904337250679:10,6343100798726:15,9984909945628:125741,875690762:0,122018251153388
0;-0,3;0,3;-0,037;0;Да:1071,47946252126:0,08904337250679:10,3087985408818:14,9504011795827:105233,685069542:0,120499025969521
0;-0,3;0,3;-0,037;0;Нет:1071,47946252126:0,08904337250679:11,0335750664869:18,9075627670293:31269,492726824:0,099194815266524
0;-0,3;0,3;-0,037;0,01;Да:1071,47946252126:0,08904337250679:10,6643516652079:Нет:-11340,7863598619:0,08377481033943
0;-0,3;0,3;-0,037;0,01;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-87079,5118010348:Нет
0;-0,3;0,3;-0,037;0,02;Да:1071,47946252126:0,08904337250679:Нет:Нет:-153669,002826238:Нет
0;-0,3;0,3;-0,037;0,02;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-231419,722277331:Нет
0;-0,3;0,3;-0,037;0,03;Да:1071,47946252126:0,08904337250679:Нет:Нет:-325251,523123245:Нет
0;-0,3;0,3;-0,037;0,03;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-404960,495170364:Нет
0;-0,3;0,3;-0,037;0,04;Да:1071,47946252126:0,08904337250679:Нет:Нет:-530524,268761052:Нет
0;-0,3;0,3;-0,037;0,04;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-612265,058893397:Нет
0;-0,3;0,3;-0,03;-0,04;Да:1071,47946252126:0,08904337250679:9,1735340921364:11,4242161776229:510693,635131116:0,184046190978678
0;-0,3;0,3;-0,03;-0,04;Нет:1071,47946252126:0,08904337250679:9,51815839968667:12,2447575367821:437661,686146657:0,171786376805579
0;-0,3;0,3;-0,03;-0,03;Да:1071,47946252126:0,08904337250679:9,31424535956804:11,748438733404:452526,967245648:0,176726997473769
0;-0,3;0,3;-0,03;-0,03;Нет:1071,47946252126:0,08904337250679:9,69301103785681:12,6959539788871:379495,018261189:0,163954902039232
0;-0,3;0,3;-0,03;-0,02;Да:1071,47946252126:0,08904337250679:9,47585880772983:12,1459867600318:385287,229406892:0,167995165623148
0;-0,3;0,3;-0,03;-0,02;Нет:1071,47946252126:0,08904337250679:9,89658197491685:13,2717164146576:312255,280422433:0,15448837742453
0;-0,3;0,3;-0,03;-0,01;Да:1071,47946252126:0,08904337250679:9,6638034029334:12,6620681697749:307302,602603674:0,157221348941946
0;-0,3;0,3;-0,03;-0,01;Нет:1071,47946252126:0,08904337250679:10,1399777973416:14,0496090254974:234270,653619215:0,142577997901288
0;-0,3;0,3;-0,03;0;Да:1071,47946252126:0,08904337250679:9,88558600058181:13,3579974045821:216568,932423957:0,143190023058506
0;-0,3;0,3;-0,03;0;Нет:1071,47946252126:0,08904337250679:10,4413283657658:15,247879198973:143521,158185866:0,126541933217518
0;-0,3;0,3;-0,03;0,01;Да:1071,47946252126:0,08904337250679:10,1570176318554:14,4208994309136:105721,172107009:0,122066378601556
0;-0,3;0,3;-0,03;0,01;Нет:1071,47946252126:0,08904337250679:10,8241508530768:17,651713905194:31537,9798910651:0,099904527827442
0;-0,3;0,3;-0,03;0,02;Да:1071,47946252126:0,08904337250679:Нет:Нет:-32475,1749650163:0,011616678495864
0;-0,3;0,3;-0,03;0,02;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-108490,172090256:Нет
0;-0,3;0,3;-0,03;0,03;Да:1071,47946252126:0,08904337250679:Нет:Нет:-201102,85876416:Нет
0;-0,3;0,3;-0,03;0,03;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-279044,925526142:Нет
0;-0,3;0,3;-0,03;0,04;Да:1071,47946252126:0,08904337250679:Нет:Нет:-404305,156764312:Нет
0;-0,3;0,3;-0,03;0,04;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-484166,677738611:Нет
0;-0,3;0,3;-0,02;-0,04;Да:1071,47946252126:0,08904337250679:8,8443411049577:10,7082940506937:686236,242354865:0,203141937743615
0;-0,3;0,3;-0,02;-0,04;Нет:1071,47946252126:0,08904337250679:9,11927924420493:11,298808226627:613204,293370406:0,19208714574247
0;-0,3;0,3;-0,02;-0,03;Да:1071,47946252126:0,08904337250679:8,95971838785196:10,9393384395442:628069,574469397:0,19683338592124
0;-0,3;0,3;-0,02;-0,03;Нет:1071,47946252126:0,08904337250679:9,2551402108777:11,6038249786662:555037,625484938:0,18544361618484
0;-0,3;0,3;-0,02;-0,02;Да:1071,47946252126:0,08904337250679:9,08777507290545:11,2207220884334:560829,836630641:0,189490377649515
0;-0,3;0,3;-0,02;-0,02;Нет:1071,47946252126:0,08904337250679:9,4108620429283:11,9648146775074:487797,887646182:0,177644549284779
0;-0,3;0,3;-0,02;-0,01;Да:1071,47946252126:0,08904337250679:9,2334567022476:11,5589259266276:482845,209827424:0,180746527560241
0;-0,3;0,3;-0,02;-0,01;Нет:1071,47946252126:0,08904337250679:9,59152928925429:12,4296774655697:409813,260842964:0,16824911482609
0;-0,3;0,3;-0,02;0;Да:1071,47946252126:0,08904337250679:9,40242704269544:11,9681583203476:392111,539647706:0,169985619380481
0;-0,3;0,3;-0,02;0;Нет:1071,47946252126:0,08904337250679:9,80414313772293:13,0196309199891:319079,590663247:0,15648660681051
