-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;-9:673,6:1,2650371767253:716,042292851769:4,42267911702863:0:64:13:28:105:145
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;0:673,6:2,67062317450401:596,194444185554:0,959846479746627:0:64:13:28:105:154
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;1:673,6:3,76983230944931:581,110539286587:0,765349394562892:0:64:13:28:105:155
-16,5;-2,4;-5,2;-2,9;-0,2;-6,8;11:673,6:10,0699487851235:428,216655023566:0,21759874426203:0:64:13:28:105:165
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;-9:673,6:1,50275959914874:663,321308046855:2,50335690592681:0:64:13:32:109:149
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;0:673,6:6,18072863379407:535,288087145462:0,435924276581837:0:64:13:32:109:158
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;1:673,6:6,70312823007266:519,992168270906:0,378812017138102:0:64:13:32:109:159
-16,5;-2,4;-5,2;-2,9;-0,2;-2,8;11:673,6:12,7418295986648:365,679864967353:0,172388929790658:0:64:13:32:109:169
-16,5;-2,4;-5,2;-2,9;-0,2;0;-9:673,6:1,92897889141729:626,416618683414:1,53357936605593:0:64:13:34,8:111,8:151,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;0:673,6:7,66000343480575:492,459514296704:0,307526229553538:0:64:13:34,8:111,8:160,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;1:673,6:8,20660281467781:477,163595422147:0,27911880210694:0:64:13:34,8:111,8:161,8
-16,5;-2,4;-5,2;-2,9;-0,2;0;11:673,6:14,8481516703149:321,055592095994:0,151008253015991:0:64:13:34,8:111,8:171,8
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;-9:673,6:2,23505804576251:610,424931573636:1,20059612487263:0:64:13:36:113:153
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;0:673,6:8,31936546303657:474,104411647236:0,274119059519471:0:64:13:36:113:162
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;1:673,6:8,88373278186169:458,808492772679:0,251852969677325:0:64:13:36:113:163
-16,5;-2,4;-5,2;-2,9;-0,2;1,2;11:673,6:15,8076983487026:301,930903722554:0,143501055776365:0:64:13:36:113:173
-16,5;-2,4;-5,2;-2,9;-0,2;5,2;-9:673,6:5,66186851054813:550,584006020019:0,512975412511356:0:64:13:40:117:157
-16,5;-2,4;-5,2;-2,9;-0,2;5,2;0:673,6:10,6955935323768:412,920736149009:0,204118726308667:0:64:13:40:117:166
-16,5;-2,4;-5,2;-2,9;-0,2;5,2;1:673,6:11,3406877723917:397,554345589752:0,192367127754106:0:64:13:40:117:167
-16,5;-2,4;-5,2;-2,9;-0,2;5,2;11:673,6:19,2811145116949:238,181942477756:0,123290983906572:0:64:13:40:117:177
-16,5;-2,4;-5,2;-2,9;0;-6,8;-9:673,6:1,2728004186823:713,406243611523:4,30730078072078:0:64:13,2:28:105,2:145,2
-16,5;-2,4;-5,2;-2,9;0;-6,8;0:673,6:2,80040433716153:593,317836937519:0,91747938111684:0:64:13,2:28:105,2:154,2
-16,5;-2,4;-5,2;-2,9;0;-6,8;1:673,6:4,12903820994867:578,058714873854:0,732367831538323:0:64:13,2:28:105,2:155,2
-16,5;-2,4;-5,2;-2,9;0;-6,8;11:673,6:10,1948625631057:425,157471248654:0,214741462817389:0:64:13,2:28:105,2:165,2
-16,5;-2,4;-5,2;-2,9;0;-2,8;-9:673,6:1,52182325594327:660,685258806609:2,42520634847495:0:64:13,2:32:109,2:149,2
-16,5;-2,4;-5,2;-2,9;0;-2,8;0:673,6:6,28545422964876:532,228903370551:0,423146247006138:0:64:13,2:32:109,2:158,2
-16,5;-2,4;-5,2;-2,9;0;-2,8;1:673,6:6,80724071442402:516,932984495994:0,369184061919226:0:64:13,2:32:109,2:159,2
-16,5;-2,4;-5,2;-2,9;0;-2,8;11:673,6:12,8850524142654:362,492416905113:0,170640898255224:0:64:13,2:32:109,2:169,2
-16,5;-2,4;-5,2;-2,9;0;0;-9:673,6:1,98140308801488:623,780569443169:1,47460005377313:0:64:13,2:34,8:112:152
-16,5;-2,4;-5,2;-2,9;0;0;0:673,6:7,76737010485103:489,400330521792:0,301340812533946:0:64:13,2:34,8:112:161
-16,5;-2,4;-5,2;-2,9;0;0;1:673,6:8,31936546303657:474,104411647235:0,274119059519471:0:64:13,2:34,8:112:162
-16,5;-2,4;-5,2;-2,9;0;0;11:673,6:15,0033517220358:317,868144033754:0,149698802553855:0:64:13,2:34,8:112:172
-16,5;-2,4;-5,2;-2,9;0;1,2;-9:673,6:2,30197077058334:607,579467856071:1,14866264759043:0:64:13,2:36:113,2:153,2
-16,5;-2,4;-5,2;-2,9;0;1,2;0:673,6:8,43216502567953:471,045227872324:0,269315758450119:0:64:13,2:36:113,2:162,2
-16,5;-2,4;-5,2;-2,9;0;1,2;1:673,6:8,99671718810588:455,749308997767:0,247877798365502:0:64:13,2:36:113,2:163,2
-16,5;-2,4;-5,2;-2,9;0;1,2;11:673,6:15,9688148109342:298,743455660314:0,14232663325493:0:64:13,2:36:113,2:173,2
-16,5;-2,4;-5,2;-2,9;0;5,2;-9:673,6:5,76715837134061:547,524822245107:0,495574789370375:0:64:13,2:40:117,2:157,2
-16,5;-2,4;-5,2;-2,9;0;5,2;0:673,6:10,8210459342903:409,861552374098:0,201647106805346:0:64:13,2:40:117,2:166,2
-16,5;-2,4;-5,2;-2,9;0;5,2;1:673,6:11,4775999806951:394,366897527512:0,190136717963693:0:64:13,2:40:117,2:167,2
-16,5;-2,4;-5,2;-2,9;0;5,2;11:673,6:19,4678461759588:234,994494415516:0,122432273330662:0:64:13,2:40:117,2:177,2
-16,5;-2,4;-5,2;-2,9;0,3;-6,8;-9:673,6:1,28499171832881:709,452169751155:4,13877094136295:0:64:13,5:28:105,5:145,5
-16,5;-2,4;-5,2;-2,9;0,3;-6,8;0:673,6:3,03897639179955:588,740100318419:0,856590034833578:0:64:13,5:28:105,5:154,5
-16,5;-2,4;-5,2;-2,9;0,3;-6,8;1:673,6:4,50964115445439:573,480978254755:0,686504227653409:0:64:13,5:28:105,5:155,5
-16,5;-2,4;-5,2;-2,9;0,3;-6,8;11:673,6:10,3824347363891:420,568695586287:0,21061250480213:0:64:13,5:28:105,5:165,5
-16,5;-2,4;-5,2;-2,9;0,3;-2,8;-9:673,6:1,55256707464416:656,73118494624:2,31062838500047:0:64:13,5:32:109,5:149,5
-16,5;-2,4;-5,2;-2,9;0,3;-2,8;0:673,6:6,44231196342732:527,640127708184:0,405330217543856:0:64:13,5:32:109,5:158,5
-16,5;-2,4;-5,2;-2,9;0,3;-2,8;1:673,6:6,96318080277624:512,344208833627:0,355668320732451:0:64:13,5:32:109,5:159,5
-16,5;-2,4;-5,2;-2,9;0,3;-2,8;11:673,6:13,1036759349735:357,711244811753:0,168091306489441:0:64:13,5:32:109,5:169,5
-16,5;-2,4;-5,2;-2,9;0,3;0;-9:673,6:2,05001688442924:619,8264955828:1,38890581722312:0:64:13,5:34,8:112,3:152,3
-16,5;-2,4;-5,2;-2,9;0,3;0;0:673,6:7,9284041357366:484,811554859425:0,292559903658697:0:64:13,5:34,8:112,3:161,3
-16,5;-2,4;-5,2;-2,9;0,3;0;1:673,6:8,48857865552258:469,515635984869:0,266984213183012:0:64:13,5:34,8:112,3:162,3
-16,5;-2,4;-5,2;-2,9;0,3;0;11:673,6:15,244439714119:313,086971940394:0,147779876321582:0:64:13,5:34,8:112,3:172,3
-16,5;-2,4;-5,2;-2,9;0,3;1,2;-9:673,6:2,4182716135958:603,311272279723:1,07422098265279:0:64:13,5:36:113,5:153,5
-16,5;-2,4;-5,2;-2,9;0,3;1,2;0:673,6:8,60143362358838:466,456452209957:0,262454664326069:0:64:13,5:36:113,5:162,5
-16,5;-2,4;-5,2;-2,9;0,3;1,2;1:673,6:9,17449519382575:451,1605333354:0,242174515662385:0:64:13,5:36:113,5:163,5
-16,5;-2,4;-5,2;-2,9;0,3;1,2;11:673,6:16,2181525394781:293,962283566955:0,140602771000598:0:64:13,5:36:113,5:173,5
-16,5;-2,4;-5,2;-2,9;0,3;5,2;-9:673,6:5,92159852100568:542,93604658274:0,471457070369597:0:64:13,5:40:117,5:157,5
-16,5;-2,4;-5,2;-2,9;0,3;5,2;0:673,6:11,0098250429596:405,272776711731:0,198064972143571:0:64:13,5:40:117,5:166,5
-16,5;-2,4;-5,2;-2,9;0,3;5,2;1:673,6:11,6832001972669:389,585725434153:0,186897834974073:0:64:13,5:40:117,5:167,5
-16,5;-2,4;-5,2;-2,9;0,3;5,2;11:673,6:19,7480106526931:230,213322322156:0,121166447149709:0:64:13,5:40:117,5:177,5
-16,5;-2,4;-5,2;-2,9;0,8;-6,8;-9:673,6:1,30691120412586:702,86204665054:3,86935841731041:0:64:14:28:106:146
-16,5;-2,4;-5,2;-2,9;0,8;-6,8;0:673,6:3,76983230944931:581,110539286587:0,765349394562892:0:64:14:28:106:155
-16,5;-2,4;-5,2;-2,9;0,8;-6,8;1:673,6:5,10547429045332:565,851417222923:0,619073124371694:0:64:14:28:106:156
-16,5;-2,4;-5,2;-2,9;0,8;-6,8;11:673,6:10,6955935323768:412,920736149009:0,204118726308667:0:64:14:28:106:166
-16,5;-2,4;-5,2;-2,9;0,8;-2,8;-9:673,6:1,61046639079554:650,141061845626:2,1265554518955:0:64:14:32:110:150
-16,5;-2,4;-5,2;-2,9;0,8;-2,8;0:673,6:6,70312823007266:519,992168270906:0,378812017138102:0:64:14:32:110:159
-16,5;-2,4;-5,2;-2,9;0,8;-2,8;1:673,6:7,23045153700871:504,696249396349:0,335332410793922:0:64:14:32:110:160
-16,5;-2,4;-5,2;-2,9;0,8;-2,8;11:673,6:13,4754220603463:349,742624656153:0,164023996587621:0:64:14:32:110:170
-16,5;-2,4;-5,2;-2,9;0,8;0;-9:673,6:2,1753361134872:613,236372482186:1,25382975201136:0:64:14:34,8:112,8:152,8
-16,5;-2,4;-5,2;-2,9;0,8;0;0:673,6:8,20660281467781:477,163595422147:0,27911880210694:0:64:14:34,8:112,8:161,8
-16,5;-2,4;-5,2;-2,9;0,8;0;1:673,6:8,77078538066806:461,86767654759:0,255975607730644:0:64:14:34,8:112,8:162,8
-16,5;-2,4;-5,2;-2,9;0,8;0;11:673,6:15,6466643497641:305,118351784794:0,144696323626891:0:64:14:34,8:112,8:172,8
-16,5;-2,4;-5,2;-2,9;0,8;1,2;-9:673,6:2,67062317450401:596,194444185554:0,959846479746627:0:64:14:36:114:154
-16,5;-2,4;-5,2;-2,9;0,8;1,2;0:673,6:8,88373278186169:458,808492772679:0,251852969677325:0:64:14:36:114:163
-16,5;-2,4;-5,2;-2,9;0,8;1,2;1:673,6:9,47144989671151:443,512573898122:0,233302466658975:0:64:14:36:114:164
-16,5;-2,4;-5,2;-2,9;0,8;1,2;11:673,6:16,635924548779:285,993663411355:0,137825673064467:0:64:14:36:114:174
-16,5;-2,4;-5,2;-2,9;0,8;5,2;-9:673,6:6,18072863379407:535,288087145462:0,435924276581837:0:64:14:40:118:158
-16,5;-2,4;-5,2;-2,9;0,8;5,2;0:673,6:11,3406877723917:397,554345589752:0,192367127754106:0:64:14:40:118:167
