0;-0,3;0;-0,037;-0,04;Да:1071,47946252126:0,08904337250679:12,0063079537064:19,1109067431317:172576,167013579:0,115108214565827
0;-0,3;0;-0,037;-0,04;Нет:1071,47946252126:0,08904337250679:12,7698808303534:22,3569698259286:99544,2180291196:0,10434281886252
0;-0,3;0;-0,037;-0,03;Да:1071,47946252126:0,08904337250679:12,3189666839691:20,8878784582636:114409,499128111:0,107145859633834
0;-0,3;0;-0,037;-0,03;Нет:1071,47946252126:0,08904337250679:13,1883276248417:25,6575374984654:41377,5501436515:0,095727180643261
0;-0,3;0;-0,037;-0,02;Да:1071,47946252126:0,08904337250679:12,7046469006573:24,252688766656:47169,7612893548:0,097016774908467
0;-0,3;0;-0,037;-0,02;Нет:1071,47946252126:0,08904337250679:13,7248750199895:Нет:-25862,1876951044:0,08455522541298
0;-0,3;0;-0,037;-0,01;Да:1071,47946252126:0,08904337250679:13,2001889040457:Нет:-30814,8655138628:0,083289496828663
0;-0,3;0;-0,037;-0,01;Нет:1071,47946252126:0,08904337250679:14,4598622824211:Нет:-103846,814498322:0,068907968785557
0;-0,3;0;-0,037;0;Да:1071,47946252126:0,08904337250679:13,8828771499717:Нет:-124355,005119542:0,061137860907799
0;-0,3;0;-0,037;0;Нет:1071,47946252126:0,08904337250679:15,5992206821893:Нет:-198319,19746226:0,040794233742856
0;-0,3;0;-0,037;0,01;Да:1071,47946252126:0,08904337250679:Нет:Нет:-240929,476548946:Нет
0;-0,3;0;-0,037;0,01;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-316668,201990119:Нет
0;-0,3;0;-0,037;0,02;Да:1071,47946252126:0,08904337250679:Нет:Нет:-383257,693015322:Нет
0;-0,3;0;-0,037;0,02;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-461008,412466415:Нет
0;-0,3;0;-0,037;0,03;Да:1071,47946252126:0,08904337250679:Нет:Нет:-554840,213312329:Нет
0;-0,3;0;-0,037;0,03;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-634549,185359448:Нет
0;-0,3;0;-0,037;0,04;Да:1071,47946252126:0,08904337250679:Нет:Нет:-760112,958950135:Нет
0;-0,3;0;-0,037;0,04;Нет:1071,47946252126:0,08904337250679:Нет:Нет:-841853,749082481:Нет
0;-0,3;0;-0,03;-0,04;Да:1071,47946252126:0,08904337250679:11,5175546177036:16,9902052311197:281104,944942032:0,128395804127869
0;-0,3;0;-0,03;-0,04;Нет:1071,47946252126:0,08904337250679:12,1373753629167:19,018211698472:208072,995957572:0,118557243478351
0;-0,3;0;-0,03;-0,03;Да:1071,47946252126:0,08904337250679:11,7700575871664:17,9999839303154:222938,277056564:0,121474720160937
0;-0,3;0;-0,03;-0,03;Нет:1071,47946252126:0,08904337250679:12,4595650635061:20,5490888970884:149906,328072104:0,111184736970848
0;-0,3;0;-0,03;-0,02;Да:1071,47946252126:0,08904337250679:12,0716494426151:19,4967130603427:155698,539217808:0,11293201763433
0;-0,3;0;-0,03;-0,02;Нет:1071,47946252126:0,08904337250679:12,8574870483054:23,0472546830842:82666,5902333486:0,101965083133329
0;-0,3;0;-0,03;-0,01;Да:1071,47946252126:0,08904337250679:12,4433317730225:22,1336536659623:77713,9124145902:0,101917592369966
0;-0,3;0;-0,03;-0,01;Нет:1071,47946252126:0,08904337250679:13,3655705731857:29,2558754358094:4681,96343013116:0,089838458884209
0;-0,3;0;-0,03;0;Да:1071,47946252126:0,08904337250679:12,9194525904559:Нет:-13019,7577651274:0,086614885359895
0;-0,3;0;-0,03;0;Нет:1071,47946252126:0,08904337250679:14,0577708793875:Нет:-86067,5320032182:0,072362992245173
0;-0,3;0;-0,03;0,01;Да:1071,47946252126:0,08904337250679:13,5819004782999:Нет:-123867,518082075:0,059568810397066
